### SECTION 1: GameHeap::Free callers (quarantine SAFE)
  UNCONDITIONAL_CALL @ 00a842a8 (in FUN_00a83d40 @ 00a83d40)
  UNCONDITIONAL_CALL @ 00a84962 (in FUN_00a84810 @ 00a84810)
  UNCONDITIONAL_CALL @ 00a854a5 (in FUN_00a853c0 @ 00a853c0)
  UNCONDITIONAL_CALL @ 00a84ede (in FUN_00a84e70 @ 00a84e70)
  UNCONDITIONAL_CALL @ 00a1c652 (in FUN_00a1c520 @ 00a1c520)
  UNCONDITIONAL_CALL @ 00a1414a (in FUN_00a12fb0 @ 00a12fb0)
  UNCONDITIONAL_CALL @ 00a1415b (in FUN_00a12fb0 @ 00a12fb0)
  UNCONDITIONAL_CALL @ 00af2ae0 (in FUN_00af2a60 @ 00af2a60)
  UNCONDITIONAL_CALL @ 00af8fc7 (in FUN_00af8f10 @ 00af8f10)
  UNCONDITIONAL_CALL @ 00af8fe3 (in FUN_00af8f10 @ 00af8f10)
  UNCONDITIONAL_CALL @ 00af8ffd (in FUN_00af8f10 @ 00af8f10)
  UNCONDITIONAL_CALL @ 00aa3dec (in FUN_00aa3cc0 @ 00aa3cc0)
  UNCONDITIONAL_CALL @ 00aa6834 (in FUN_00aa6800 @ 00aa6800)
  UNCONDITIONAL_CALL @ 00ec2ee8 (in FUN_00ec2e50 @ 00ec2e50)
  UNCONDITIONAL_CALL @ 00c51ea4 (in FUN_00c51df0 @ 00c51df0)
  UNCONDITIONAL_CALL @ 00b6609f (in FUN_00b66050 @ 00b66050)
  UNCONDITIONAL_CALL @ 00b660b2 (in FUN_00b66050 @ 00b66050)
  UNCONDITIONAL_CALL @ 00e98d6a (in FUN_00e98cb0 @ 00e98cb0)
  UNCONDITIONAL_CALL @ 00cbc9df (in FUN_00cbc920 @ 00cbc920)
  UNCONDITIONAL_CALL @ 00cbc868 (in FUN_00cbc810 @ 00cbc810)
  UNCONDITIONAL_CALL @ 00cbc897 (in FUN_00cbc810 @ 00cbc810)
  UNCONDITIONAL_CALL @ 00a0bab2 (in FUN_00a0ba50 @ 00a0ba50)
  UNCONDITIONAL_CALL @ 00a0bc67 (in FUN_00a0bbf0 @ 00a0bbf0)
  UNCONDITIONAL_CALL @ 00a0be00 (in FUN_00a0bde0 @ 00a0bde0)
  UNCONDITIONAL_CALL @ 00a0d24b (in FUN_00a0d220 @ 00a0d220)
  UNCONDITIONAL_CALL @ 00a0d50a (in FUN_00a0d4d0 @ 00a0d4d0)
  UNCONDITIONAL_CALL @ 00a0d598 (in FUN_00a0d520 @ 00a0d520)
  UNCONDITIONAL_CALL @ 00a0d5e2 (in FUN_00a0d5c0 @ 00a0d5c0)
  UNCONDITIONAL_CALL @ 00a0d6e8 (in FUN_00a0d670 @ 00a0d670)
  UNCONDITIONAL_CALL @ 00a0d82a (in FUN_00a0d7f0 @ 00a0d7f0)
  UNCONDITIONAL_CALL @ 00a0d8b8 (in FUN_00a0d840 @ 00a0d840)
  UNCONDITIONAL_CALL @ 00a0d9ca (in FUN_00a0d990 @ 00a0d990)
  UNCONDITIONAL_CALL @ 00a11da0 (in FUN_00a11d80 @ 00a11d80)
  UNCONDITIONAL_CALL @ 00a160ac (in FUN_00a15ee0 @ 00a15ee0)
  UNCONDITIONAL_CALL @ 00a172c7 (in FUN_00a16ea0 @ 00a16ea0)
  UNCONDITIONAL_CALL @ 00a18850 (in FUN_00a17390 @ 00a17390)
  UNCONDITIONAL_CALL @ 00a1a132 (in FUN_00a19f70 @ 00a19f70)
  UNCONDITIONAL_CALL @ 00a18f95 (in FUN_00a18f00 @ 00a18f00)
  UNCONDITIONAL_CALL @ 00a1ba00 (in FUN_00a1b990 @ 00a1b990)
  UNCONDITIONAL_CALL @ 00a1bac0 (in FUN_00a1ba50 @ 00a1ba50)
  UNCONDITIONAL_CALL @ 00a1bb87 (in FUN_00a1bb10 @ 00a1bb10)
  UNCONDITIONAL_CALL @ 00a1c120 (in FUN_00a1c100 @ 00a1c100)
  UNCONDITIONAL_CALL @ 00a1ce4b (in FUN_00a1cb80 @ 00a1cb80)
  UNCONDITIONAL_CALL @ 00a1d3ae (in FUN_00a1d280 @ 00a1d280)
  UNCONDITIONAL_CALL @ 00a1d3c4 (in FUN_00a1d280 @ 00a1d280)
  UNCONDITIONAL_CALL @ 00a1e190 (in FUN_00a1e170 @ 00a1e170)
  UNCONDITIONAL_CALL @ 00a1e438 (in FUN_00a1e400 @ 00a1e400)
  UNCONDITIONAL_CALL @ 00a1e858 (in FUN_00a1e7e0 @ 00a1e7e0)
  UNCONDITIONAL_CALL @ 00a1e8ea (in FUN_00a1e8b0 @ 00a1e8b0)
  UNCONDITIONAL_CALL @ 00a1ea92 (in FUN_00a1ea70 @ 00a1ea70)
  UNCONDITIONAL_CALL @ 00a1eb98 (in FUN_00a1eb20 @ 00a1eb20)
  UNCONDITIONAL_CALL @ 00a1ec2a (in FUN_00a1ebf0 @ 00a1ebf0)
  UNCONDITIONAL_CALL @ 00a1ec62 (in FUN_00a1ec40 @ 00a1ec40)
  UNCONDITIONAL_CALL @ 00a1ee98 (in FUN_00a1ee60 @ 00a1ee60)
  UNCONDITIONAL_CALL @ 00a21a00 (in FUN_00a219e0 @ 00a219e0)
  UNCONDITIONAL_CALL @ 00a25b67 (in FUN_00a25b00 @ 00a25b00)
  UNCONDITIONAL_CALL @ 00a2629b (in FUN_00a26240 @ 00a26240)
  UNCONDITIONAL_CALL @ 00a2722d (in FUN_00a27080 @ 00a27080)
  UNCONDITIONAL_CALL @ 00a2e4f7 (in FUN_00a2e4d0 @ 00a2e4d0)
  UNCONDITIONAL_CALL @ 00a2e544 (in FUN_00a2e510 @ 00a2e510)
  UNCONDITIONAL_CALL @ 00a2e565 (in FUN_00a2e550 @ 00a2e550)
  UNCONDITIONAL_CALL @ 00a2e7b7 (in FUN_00a2e790 @ 00a2e790)
  UNCONDITIONAL_CALL @ 00a2eb74 (in FUN_00a2eb40 @ 00a2eb40)
  UNCONDITIONAL_CALL @ 00a2eba2 (in FUN_00a2eb80 @ 00a2eb80)
  UNCONDITIONAL_CALL @ 00a2ebe0 (in FUN_00a2ebb0 @ 00a2ebb0)
  UNCONDITIONAL_CALL @ 00a41496 (in FUN_00a41450 @ 00a41450)
  UNCONDITIONAL_CALL @ 00a2fbab (in FUN_00a2fb70 @ 00a2fb70)
  UNCONDITIONAL_CALL @ 00a34472 (in FUN_00a34450 @ 00a34450)
  UNCONDITIONAL_CALL @ 00a3598a (in FUN_00a35960 @ 00a35960)
  UNCONDITIONAL_CALL @ 00a359af (in FUN_00a35960 @ 00a35960)
  UNCONDITIONAL_CALL @ 00a392a2 (in FUN_00a39290 @ 00a39290)
  UNCONDITIONAL_CALL @ 00a371d0 (in FUN_00a37170 @ 00a37170)
  UNCONDITIONAL_CALL @ 00a37794 (in FUN_00a37690 @ 00a37690)
  UNCONDITIONAL_CALL @ 00a3af90 (in FUN_00a3af10 @ 00a3af10)
  UNCONDITIONAL_CALL @ 00a3b4ac (in FUN_00a3b460 @ 00a3b460)
  UNCONDITIONAL_CALL @ 00a414e2 (in FUN_00a414c0 @ 00a414c0)
  UNCONDITIONAL_CALL @ 00a4161d (in FUN_00a41610 @ 00a41610)
  UNCONDITIONAL_CALL @ 00a4168c (in FUN_00a41660 @ 00a41660)
  UNCONDITIONAL_CALL @ 00a416d6 (in FUN_00a41660 @ 00a41660)
  UNCONDITIONAL_CALL @ 00a416f6 (in FUN_00a41660 @ 00a41660)
  UNCONDITIONAL_CALL @ 00a43894 (in FUN_00a43840 @ 00a43840)
  UNCONDITIONAL_CALL @ 00a436f7 (in FUN_00a43690 @ 00a43690)
  UNCONDITIONAL_CALL @ 00a449a8 (in FUN_00a44970 @ 00a44970)
  UNCONDITIONAL_CALL @ 00a46d87 (in FUN_00a46d50 @ 00a46d50)
  UNCONDITIONAL_CALL @ 00a47bc2 (in FUN_00a47ba0 @ 00a47ba0)
  UNCONDITIONAL_CALL @ 00a4d727 (in FUN_00a4d700 @ 00a4d700)
  UNCONDITIONAL_CALL @ 00a4d774 (in FUN_00a4d740 @ 00a4d740)
  UNCONDITIONAL_CALL @ 00a4d9a4 (in FUN_00a4d810 @ 00a4d810)
  UNCONDITIONAL_CALL @ 00a4da15 (in FUN_00a4da00 @ 00a4da00)
  UNCONDITIONAL_CALL @ 00a53a29 (in FUN_00a53a10 @ 00a53a10)
  UNCONDITIONAL_CALL @ 00a540f7 (in FUN_00a540d0 @ 00a540d0)
  UNCONDITIONAL_CALL @ 00a54182 (in FUN_00a54160 @ 00a54160)
  UNCONDITIONAL_CALL @ 00a543a4 (in FUN_00a54370 @ 00a54370)
  UNCONDITIONAL_CALL @ 00a54432 (in FUN_00a54410 @ 00a54410)
  UNCONDITIONAL_CALL @ 00a551bd (in FUN_00a55190 @ 00a55190)
  UNCONDITIONAL_CALL @ 00a5524e (in FUN_00a55190 @ 00a55190)
  UNCONDITIONAL_CALL @ 00a55276 (in FUN_00a55190 @ 00a55190)
  UNCONDITIONAL_CALL @ 00a59dd0 (in FUN_00a59dc0 @ 00a59dc0)
  UNCONDITIONAL_CALL @ 00a5c7a2 (in FUN_00a5c780 @ 00a5c780)
  UNCONDITIONAL_CALL @ 00a63a07 (in FUN_00a639e0 @ 00a639e0)
  UNCONDITIONAL_CALL @ 00a63a54 (in FUN_00a63a20 @ 00a63a20)
  UNCONDITIONAL_CALL @ 00a63a87 (in FUN_00a63a60 @ 00a63a60)
  UNCONDITIONAL_CALL @ 00a63ad4 (in FUN_00a63aa0 @ 00a63aa0)
  UNCONDITIONAL_CALL @ 00a63b52 (in FUN_00a63b30 @ 00a63b30)
  UNCONDITIONAL_CALL @ 00a63b87 (in FUN_00a63b60 @ 00a63b60)
  UNCONDITIONAL_CALL @ 00a63bd4 (in FUN_00a63ba0 @ 00a63ba0)
  UNCONDITIONAL_CALL @ 00a64492 (in FUN_00a64470 @ 00a64470)
  UNCONDITIONAL_CALL @ 00a652f2 (in FUN_00a652d0 @ 00a652d0)
  UNCONDITIONAL_CALL @ 00a652bc (in FUN_00a65140 @ 00a65140)
  UNCONDITIONAL_CALL @ 00a66045 (in FUN_00a66030 @ 00a66030)
  UNCONDITIONAL_CALL @ 00a66065 (in FUN_00a66050 @ 00a66050)
  UNCONDITIONAL_CALL @ 00a66092 (in FUN_00a66070 @ 00a66070)
  UNCONDITIONAL_CALL @ 00a66365 (in FUN_00a66350 @ 00a66350)
  UNCONDITIONAL_CALL @ 00a67010 (in FUN_00a67000 @ 00a67000)
  UNCONDITIONAL_CALL @ 00a67d72 (in FUN_00a67c70 @ 00a67c70)
  UNCONDITIONAL_CALL @ 00a67d80 (in FUN_00a67c70 @ 00a67c70)
  UNCONDITIONAL_CALL @ 00a67d8e (in FUN_00a67c70 @ 00a67c70)
  UNCONDITIONAL_CALL @ 00a67d9c (in FUN_00a67c70 @ 00a67c70)
  UNCONDITIONAL_CALL @ 00a684a2 (in FUN_00a67ea0 @ 00a67ea0)
  UNCONDITIONAL_CALL @ 00a6a072 (in FUN_00a6a050 @ 00a6a050)
  UNCONDITIONAL_CALL @ 00a6a0a2 (in FUN_00a6a080 @ 00a6a080)
  UNCONDITIONAL_CALL @ 00a6aa03 (in FUN_00a6a9f0 @ 00a6a9f0)
  UNCONDITIONAL_CALL @ 00a6aa33 (in FUN_00a6a9f0 @ 00a6a9f0)
  UNCONDITIONAL_CALL @ 00a6ea27 (in FUN_00a6ea00 @ 00a6ea00)
  UNCONDITIONAL_CALL @ 00a6eb54 (in FUN_00a6eb20 @ 00a6eb20)
  UNCONDITIONAL_CALL @ 00a8b1d0 (in FUN_00a8b190 @ 00a8b190)
  UNCONDITIONAL_CALL @ 00a7b8a9 (in FUN_00a7b880 @ 00a7b880)
  UNCONDITIONAL_CALL @ 00a7b900 (in FUN_00a7b8c0 @ 00a7b8c0)
  UNCONDITIONAL_CALL @ 00a7b90e (in FUN_00a7b8c0 @ 00a7b8c0)
  UNCONDITIONAL_CALL @ 00a82514 (in FUN_00a824d0 @ 00a824d0)
  UNCONDITIONAL_CALL @ 00a82697 (in FUN_00a82670 @ 00a82670)
  UNCONDITIONAL_CALL @ 00a82d24 (in FUN_00a82cf0 @ 00a82cf0)
  UNCONDITIONAL_CALL @ 00a84f08 (in FUN_00a84ef0 @ 00a84ef0)
  UNCONDITIONAL_CALL @ 00a872a5 (in FUN_00a87290 @ 00a87290)
  UNCONDITIONAL_CALL @ 00a873d3 (in FUN_00a873b0 @ 00a873b0)
  UNCONDITIONAL_CALL @ 00a8aeb4 (in FUN_00a8ae80 @ 00a8ae80)
  UNCONDITIONAL_CALL @ 00a8b282 (in FUN_00a8b270 @ 00a8b270)
  UNCONDITIONAL_CALL @ 00a8b33c (in FUN_00a8b2c0 @ 00a8b2c0)
  UNCONDITIONAL_CALL @ 00a8d874 (in FUN_00a8d850 @ 00a8d850)
  UNCONDITIONAL_CALL @ 00a8d899 (in FUN_00a8d850 @ 00a8d850)
  UNCONDITIONAL_CALL @ 00a8da76 (in FUN_00a8da50 @ 00a8da50)
  UNCONDITIONAL_CALL @ 00a8e4a3 (in FUN_00a8e480 @ 00a8e480)
  UNCONDITIONAL_CALL @ 00a8f937 (in FUN_00a8f910 @ 00a8f910)
  UNCONDITIONAL_CALL @ 00a8fa44 (in FUN_00a8fa10 @ 00a8fa10)
  UNCONDITIONAL_CALL @ 00a90282 (in FUN_00a90260 @ 00a90260)
  UNCONDITIONAL_CALL @ 00a90572 (in FUN_00a90560 @ 00a90560)
  UNCONDITIONAL_CALL @ 00a90580 (in FUN_00a90560 @ 00a90560)
  UNCONDITIONAL_CALL @ 00a9058e (in FUN_00a90560 @ 00a90560)
  UNCONDITIONAL_CALL @ 00a90af1 (in FUN_00a90ac0 @ 00a90ac0)
  UNCONDITIONAL_CALL @ 00a90b0a (in FUN_00a90ac0 @ 00a90ac0)
  UNCONDITIONAL_CALL @ 00e7f915 (in FUN_00e7f900 @ 00e7f900)
  UNCONDITIONAL_CALL @ 00e7fca2 (in FUN_00e7fc80 @ 00e7fc80)
  UNCONDITIONAL_CALL @ 00e7fcbb (in FUN_00e7fc80 @ 00e7fc80)
  UNCONDITIONAL_CALL @ 00a91112 (in FUN_00a910f0 @ 00a910f0)
  UNCONDITIONAL_CALL @ 00a91902 (in FUN_00a918e0 @ 00a918e0)
  UNCONDITIONAL_CALL @ 00a91223 (in FUN_00a911d0 @ 00a911d0)
  UNCONDITIONAL_CALL @ 00a91231 (in FUN_00a911d0 @ 00a911d0)
  UNCONDITIONAL_CALL @ 00a9123f (in FUN_00a911d0 @ 00a911d0)
  UNCONDITIONAL_CALL @ 00a96827 (in FUN_00a96800 @ 00a96800)
  UNCONDITIONAL_CALL @ 00a96841 (in FUN_00a96800 @ 00a96800)
  UNCONDITIONAL_CALL @ 00a96853 (in FUN_00a96800 @ 00a96800)
  UNCONDITIONAL_CALL @ 00a96865 (in FUN_00a96800 @ 00a96800)
  UNCONDITIONAL_CALL @ 00a968ac (in FUN_00a968a0 @ 00a968a0)
  UNCONDITIONAL_CALL @ 00a968cc (in FUN_00a968c0 @ 00a968c0)
  UNCONDITIONAL_CALL @ 00a970b7 (in FUN_00a96cf0 @ 00a96cf0)
  UNCONDITIONAL_CALL @ 00a9bbe2 (in FUN_00a9bbc0 @ 00a9bbc0)
  UNCONDITIONAL_CALL @ 00aa02d7 (in FUN_00aa02b0 @ 00aa02b0)
  UNCONDITIONAL_CALL @ 00aa0324 (in FUN_00aa02f0 @ 00aa02f0)
  UNCONDITIONAL_CALL @ 00aa1906 (in FUN_00aa18c0 @ 00aa18c0)
  UNCONDITIONAL_CALL @ 00aa2dc5 (in FUN_00aa2d90 @ 00aa2d90)
  UNCONDITIONAL_CALL @ 00aa3b13 (in FUN_00aa3a40 @ 00aa3a40)
  UNCONDITIONAL_CALL @ 00aa3bf0 (in FUN_00aa3a40 @ 00aa3a40)
  UNCONDITIONAL_CALL @ 00aa3c8c (in FUN_00aa3a40 @ 00aa3a40)
  UNCONDITIONAL_CALL @ 00aa4acb (in FUN_00aa4a60 @ 00aa4a60)
  UNCONDITIONAL_CALL @ 00aa5985 (in FUN_00aa5950 @ 00aa5950)
  UNCONDITIONAL_CALL @ 00aa68f5 (in FUN_00aa68a0 @ 00aa68a0)
  UNCONDITIONAL_CALL @ 00aa425d (in FUN_00aa4200 @ 00aa4200)
  UNCONDITIONAL_CALL @ 00aa4b0d (in FUN_00aa4ae0 @ 00aa4ae0)
  UNCONDITIONAL_CALL @ 00aa4b42 (in FUN_00aa4b20 @ 00aa4b20)
  UNCONDITIONAL_CALL @ 00aa4b7d (in FUN_00aa4b50 @ 00aa4b50)
  UNCONDITIONAL_CALL @ 00aa4b93 (in FUN_00aa4b50 @ 00aa4b50)
  UNCONDITIONAL_CALL @ 00aa4bd2 (in FUN_00aa4bb0 @ 00aa4bb0)
  UNCONDITIONAL_CALL @ 00aa4d20 (in FUN_00aa4d00 @ 00aa4d00)
  UNCONDITIONAL_CALL @ 00aa7800 (in FUN_00aa77e0 @ 00aa77e0)
  UNCONDITIONAL_CALL @ 00aa7861 (in FUN_00aa7840 @ 00aa7840)
  UNCONDITIONAL_CALL @ 00aa7e40 (in FUN_00aa7e20 @ 00aa7e20)
  UNCONDITIONAL_CALL @ 00aa8931 (in FUN_00aa88d0 @ 00aa88d0)
  UNCONDITIONAL_CALL @ 00aa89b1 (in FUN_00aa8950 @ 00aa8950)
  UNCONDITIONAL_CALL @ 00aa89f0 (in FUN_00aa89d0 @ 00aa89d0)
  UNCONDITIONAL_CALL @ 00aa8b41 (in FUN_00aa8b20 @ 00aa8b20)
  UNCONDITIONAL_CALL @ 00aa8b71 (in FUN_00aa8b50 @ 00aa8b50)
  UNCONDITIONAL_CALL @ 00aaa5d0 (in FUN_00aaa5b0 @ 00aaa5b0)
  UNCONDITIONAL_CALL @ 00ac42e2 (in FUN_00ac3fe0 @ 00ac3fe0)
  UNCONDITIONAL_CALL @ 00aaab22 (in FUN_00aaab00 @ 00aaab00)
  UNCONDITIONAL_CALL @ 00aaabf0 (in FUN_00aaab90 @ 00aaab90)
  UNCONDITIONAL_CALL @ 00aac109 (in FUN_00aabf30 @ 00aabf30)
  UNCONDITIONAL_CALL @ 00aac14b (in FUN_00aabf30 @ 00aabf30)
  UNCONDITIONAL_CALL @ 00aacef7 (in FUN_00aacdb0 @ 00aacdb0)
  UNCONDITIONAL_CALL @ 00aad0d9 (in FUN_00aacf40 @ 00aacf40)
  UNCONDITIONAL_CALL @ 00aad11b (in FUN_00aacf40 @ 00aacf40)
  UNCONDITIONAL_CALL @ 00aad396 (in FUN_00aad140 @ 00aad140)
  UNCONDITIONAL_CALL @ 00aad3d2 (in FUN_00aad140 @ 00aad140)
  UNCONDITIONAL_CALL @ 00aad48d (in FUN_00aad140 @ 00aad140)
  UNCONDITIONAL_CALL @ 00aad4c9 (in FUN_00aad140 @ 00aad140)
  UNCONDITIONAL_CALL @ 00aad991 (in FUN_00aad890 @ 00aad890)
  UNCONDITIONAL_CALL @ 00aada55 (in FUN_00aad890 @ 00aad890)
  UNCONDITIONAL_CALL @ 00aada97 (in FUN_00aad890 @ 00aad890)
  UNCONDITIONAL_CALL @ 00aadc62 (in FUN_00aadac0 @ 00aadac0)
  UNCONDITIONAL_CALL @ 00aadc98 (in FUN_00aadac0 @ 00aadac0)
  UNCONDITIONAL_CALL @ 00aadcda (in FUN_00aadac0 @ 00aadac0)
  UNCONDITIONAL_CALL @ 00ab934b (in FUN_00ab7f40 @ 00ab7f40)
  UNCONDITIONAL_CALL @ 00ab964d (in FUN_00ab7f40 @ 00ab7f40)
  UNCONDITIONAL_CALL @ 00ab96a1 (in FUN_00ab7f40 @ 00ab7f40)
  UNCONDITIONAL_CALL @ 00ab99f4 (in FUN_00ab7f40 @ 00ab7f40)
  UNCONDITIONAL_CALL @ 00ab9b06 (in FUN_00ab7f40 @ 00ab7f40)
  UNCONDITIONAL_CALL @ 00ab9b61 (in FUN_00ab7f40 @ 00ab7f40)
  UNCONDITIONAL_CALL @ 00aba1f6 (in FUN_00aba1a0 @ 00aba1a0)
  UNCONDITIONAL_CALL @ 00ac48d6 (in FUN_00ac43b0 @ 00ac43b0)
  UNCONDITIONAL_CALL @ 00ac4c5c (in FUN_00ac4b00 @ 00ac4b00)
  UNCONDITIONAL_CALL @ 00ac4dc2 (in FUN_00ac4b00 @ 00ac4b00)
  UNCONDITIONAL_CALL @ 00ac4dfd (in FUN_00ac4b00 @ 00ac4b00)
  UNCONDITIONAL_CALL @ 00ac4ed4 (in FUN_00ac4b00 @ 00ac4b00)
  UNCONDITIONAL_CALL @ 00ac505c (in FUN_00ac4f00 @ 00ac4f00)
  UNCONDITIONAL_CALL @ 00ac51f7 (in FUN_00ac4f00 @ 00ac4f00)
  UNCONDITIONAL_CALL @ 00ad991a (in FUN_00ad9870 @ 00ad9870)
  UNCONDITIONAL_CALL @ 00ad998a (in FUN_00ad9870 @ 00ad9870)
  UNCONDITIONAL_CALL @ 00ad9c36 (in FUN_00ad9870 @ 00ad9870)
  UNCONDITIONAL_CALL @ 00ad9c82 (in FUN_00ad9870 @ 00ad9870)
  UNCONDITIONAL_CALL @ 00ad9d89 (in FUN_00ad9870 @ 00ad9870)
  UNCONDITIONAL_CALL @ 00ae67eb (in FUN_00ae5ff0 @ 00ae5ff0)
  UNCONDITIONAL_CALL @ 00ad87b0 (in FUN_00ad8790 @ 00ad8790)
  UNCONDITIONAL_CALL @ 00ae75cb (in FUN_00ae7550 @ 00ae7550)
  UNCONDITIONAL_CALL @ 00ae77c0 (in FUN_00ae77a0 @ 00ae77a0)
  UNCONDITIONAL_CALL @ 00ae7890 (in FUN_00ae7870 @ 00ae7870)
  UNCONDITIONAL_CALL @ 00ae7b30 (in FUN_00ae7b10 @ 00ae7b10)
  UNCONDITIONAL_CALL @ 00ae8f5a (in FUN_00ae8f20 @ 00ae8f20)
  UNCONDITIONAL_CALL @ 00ae8fe8 (in FUN_00ae8f70 @ 00ae8f70)
  UNCONDITIONAL_CALL @ 00ae904a (in FUN_00ae9010 @ 00ae9010)
  UNCONDITIONAL_CALL @ 00ae90d8 (in FUN_00ae9060 @ 00ae9060)
  UNCONDITIONAL_CALL @ 00ae913a (in FUN_00ae9100 @ 00ae9100)
  UNCONDITIONAL_CALL @ 00ae91c8 (in FUN_00ae9150 @ 00ae9150)
  UNCONDITIONAL_CALL @ 00ae9ee0 (in FUN_00ae9ec0 @ 00ae9ec0)
  UNCONDITIONAL_CALL @ 00aea720 (in FUN_00aea700 @ 00aea700)
  UNCONDITIONAL_CALL @ 00aeaaa0 (in FUN_00aeaa80 @ 00aeaa80)
  UNCONDITIONAL_CALL @ 00aeabdb (in FUN_00aeabb0 @ 00aeabb0)
  UNCONDITIONAL_CALL @ 00aeb0fa (in FUN_00aeafb0 @ 00aeafb0)
  UNCONDITIONAL_CALL @ 00aeb12d (in FUN_00aeafb0 @ 00aeafb0)
  UNCONDITIONAL_CALL @ 00aeb176 (in FUN_00aeafb0 @ 00aeafb0)
  UNCONDITIONAL_CALL @ 00aeb1a2 (in FUN_00aeafb0 @ 00aeafb0)
  UNCONDITIONAL_CALL @ 00aeb1ce (in FUN_00aeafb0 @ 00aeafb0)
  UNCONDITIONAL_CALL @ 00aeb1e8 (in FUN_00aeafb0 @ 00aeafb0)
  UNCONDITIONAL_CALL @ 00aeb22c (in FUN_00aeafb0 @ 00aeafb0)
  UNCONDITIONAL_CALL @ 00aec0b4 (in FUN_00aebff0 @ 00aebff0)
  UNCONDITIONAL_CALL @ 00aeca80 (in FUN_00aec530 @ 00aec530)
  UNCONDITIONAL_CALL @ 00aece8c (in FUN_00aec530 @ 00aec530)
  UNCONDITIONAL_CALL @ 00af1769 (in FUN_00af1430 @ 00af1430)
  UNCONDITIONAL_CALL @ 00af17f6 (in FUN_00af1430 @ 00af1430)
  UNCONDITIONAL_CALL @ 00af19a7 (in FUN_00af1430 @ 00af1430)
  UNCONDITIONAL_CALL @ 00af1ad1 (in FUN_00af1430 @ 00af1430)
  UNCONDITIONAL_CALL @ 00af1ce0 (in FUN_00af1cc0 @ 00af1cc0)
  UNCONDITIONAL_CALL @ 00af23ae (in FUN_00af2370 @ 00af2370)
  UNCONDITIONAL_CALL @ 00af2512 (in FUN_00af2480 @ 00af2480)
  UNCONDITIONAL_CALL @ 00af279e (in FUN_00af2760 @ 00af2760)
  UNCONDITIONAL_CALL @ 00af2fe0 (in FUN_00af2fc0 @ 00af2fc0)
  UNCONDITIONAL_CALL @ 00af33e0 (in FUN_00af33c0 @ 00af33c0)
  UNCONDITIONAL_CALL @ 00af3460 (in FUN_00af3440 @ 00af3440)
  UNCONDITIONAL_CALL @ 00af36c4 (in FUN_00af3680 @ 00af3680)
  UNCONDITIONAL_CALL @ 00af370c (in FUN_00af36e0 @ 00af36e0)
  UNCONDITIONAL_CALL @ 00af37c0 (in FUN_00af37a0 @ 00af37a0)
  UNCONDITIONAL_CALL @ 00af3970 (in FUN_00af3950 @ 00af3950)
  UNCONDITIONAL_CALL @ 00af3a30 (in FUN_00af3a10 @ 00af3a10)
  UNCONDITIONAL_CALL @ 00af3b10 (in FUN_00af3af0 @ 00af3af0)
  UNCONDITIONAL_CALL @ 00af3bc0 (in FUN_00af3ba0 @ 00af3ba0)
  UNCONDITIONAL_CALL @ 00af4510 (in FUN_00af44f0 @ 00af44f0)
  UNCONDITIONAL_CALL @ 00af4530 (in FUN_00af44f0 @ 00af44f0)
  UNCONDITIONAL_CALL @ 00afca63 (in FUN_00afc960 @ 00afc960)
  UNCONDITIONAL_CALL @ 00afcac8 (in FUN_00afc960 @ 00afc960)
  UNCONDITIONAL_CALL @ 00af9271 (in FUN_00af9230 @ 00af9230)
  UNCONDITIONAL_CALL @ 00af9297 (in FUN_00af9230 @ 00af9230)
  UNCONDITIONAL_CALL @ 00af9335 (in FUN_00af92f0 @ 00af92f0)
  UNCONDITIONAL_CALL @ 00af939c (in FUN_00af92f0 @ 00af92f0)
  UNCONDITIONAL_CALL @ 00af93b8 (in FUN_00af92f0 @ 00af92f0)
  UNCONDITIONAL_CALL @ 00af9481 (in FUN_00af9410 @ 00af9410)
  UNCONDITIONAL_CALL @ 00af949d (in FUN_00af9410 @ 00af9410)
  UNCONDITIONAL_CALL @ 00afab82 (in FUN_00afa8e0 @ 00afa8e0)
  UNCONDITIONAL_CALL @ 00afab9f (in FUN_00afa8e0 @ 00afa8e0)
  UNCONDITIONAL_CALL @ 00afabde (in FUN_00afa8e0 @ 00afa8e0)
  UNCONDITIONAL_CALL @ 00afabfb (in FUN_00afa8e0 @ 00afa8e0)
  UNCONDITIONAL_CALL @ 00afb573 (in FUN_00afb520 @ 00afb520)
  UNCONDITIONAL_CALL @ 00afc025 (in FUN_00afbfe0 @ 00afbfe0)
  UNCONDITIONAL_CALL @ 00afc04b (in FUN_00afbfe0 @ 00afbfe0)
  UNCONDITIONAL_CALL @ 00afc6e0 (in FUN_00afc6c0 @ 00afc6c0)
  UNCONDITIONAL_CALL @ 00afc710 (in FUN_00afc6f0 @ 00afc6f0)
  UNCONDITIONAL_CALL @ 00afcd50 (in FUN_00afcd40 @ 00afcd40)
  UNCONDITIONAL_CALL @ 00afcdb0 (in FUN_00afcd90 @ 00afcd90)
  UNCONDITIONAL_CALL @ 00affffc (in FUN_00afff50 @ 00afff50)
  UNCONDITIONAL_CALL @ 00b000bb (in FUN_00afff50 @ 00afff50)
  UNCONDITIONAL_CALL @ 00affae0 (in FUN_00affa60 @ 00affa60)
  UNCONDITIONAL_CALL @ 00afff40 (in FUN_00afff20 @ 00afff20)
  UNCONDITIONAL_CALL @ 00b00eb1 (in FUN_00b00e90 @ 00b00e90)
